Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unicorn Fitness force,"1st Floor, Shivneri Building, Plot no-55, Flat no- 103, Sector 2A, Kopar Khairane, Navi Mumbai, Maharashtra 400709",1st Floor,"Shivneri Building, Plot no-55, Flat no- 103","Gym,Fitness center",072090 90101,"072090 90101, +91 72090 90101",YES,104,4.6,https://search.google.com/local/reviews?placeid=ChIJ3UOyIAvB5zsRBvZn7nb8ZK0&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12494388853968729606,19.1098283,73.001901,,,"Sunday:[7 am–7 pm], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipMRGEymyIjBZ8esfQ-hzuwXetkHF7dxOGgK-jtN=w138-h92-k-no,1.24944E+19,ChIJ3UOyIAvB5zsRBvZn7nb8ZK0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fit2flaunt Fitness Studio,"Bhoomi Mall, 20, Palm Beach Rd, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614",Bhoomi Mall,"20, Palm Beach Rd","Gym,Dance school,Fitness center,Gymnastics club,Martial arts club,Personal trainer,Physical fitness program,Pilates studio,Women's personal trainer,Yoga studio",084199 31234,"084199 31234, +91 84199 31234",YES,101,4.9,https://search.google.com/local/reviews?placeid=ChIJJTcZPFPD5zsRzkDwryD3fJw&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11276159286791651534,19.011198,73.0327843,,,"Sunday:[10 am–10 pm], Monday:[7 am–10 pm], Tuesday:[7 am–10 pm], Wednesday:[7 am–10 pm], Thursday:[7 am–10 pm], Friday:[7 am–10 pm], Saturday:[10 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipOA1YJDzZCHJrQMaR4MG8XL7wKl2TqAel1ogHuU=w163-h92-k-no,1.12762E+19,ChIJJTcZPFPD5zsRzkDwryD3fJw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness Freak,"Shop No: 6, 224J+PVV Rajkamal Bayside, Plot No: 28, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614","Shop No: 6, 224J+PVV",Rajkamal Bayside,Gym,080977 34167,"080977 34167, +91 80977 34167",YES,165,4.8,https://search.google.com/local/reviews?placeid=ChIJ58yNSFjD5zsRcGRVeloljXA&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8110179574493832304,19.0068908,73.0321714,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNFxe0pIF2k7asEF4ZRBEYF8Ti3opsNqCgF2FfV=w163-h92-k-no,8.11018E+18,ChIJ58yNSFjD5zsRcGRVeloljXA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOR LIFE FITNESS & XFF,"1ST Floor, FOR LIFE FITNESS, Garden Court, Sector 35E, Kharghar, Navi Mumbai, Maharashtra 410210","1ST Floor, FOR LIFE FITNESS",Garden Court,"Fitness center,Gym,Martial arts club",086938 39862,"086938 39862, +91 86938 39862",YES,311,4.8,https://search.google.com/local/reviews?placeid=ChIJFyaSqPjB5zsRKqYnQztKruY&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16622304893061277226,19.0695188,73.0750307,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipP5T1HpniXU4bJ5dACZp1WP0YyJrPsVVN0YrfVw=w122-h92-k-no,1.66223E+19,ChIJFyaSqPjB5zsRKqYnQztKruY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Zone 360 Vashi - Navi Mumbai,"Second floor, Level 2, Palm Beach Galleria Mall, 204/205, Sector 19, Vashi, Navi Mumbai, Maharashtra 400703","Second floor, Level 2, Palm Beach Galleria Mall",204/205,Gym,077380 94880,"077380 94880, +91 77380 94880",YES,121,4.3,https://search.google.com/local/reviews?placeid=ChIJdWuxq0vB5zsRwi-c8CwgS10&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6722502246168014786,19.0850878,73.0076796,http://www.thezone360.in/vashi_contact.php,thezone360.in,"Sunday:[10 am–5 pm], Monday:[5 am–12 am], Tuesday:[5 am–12 am], Wednesday:[5 am–12 am], Thursday:[5 am–12 am], Friday:[5 am–12 am], Saturday:[5 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipME-A2T5rnY6s_TR1L4dRvIgaXuDGiD4WYAH5UF=w122-h92-k-no,6.7225E+18,ChIJdWuxq0vB5zsRwi-c8CwgS10,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arise Fitness Sanpada,"19/3, Sector 6, Sanpada, Navi Mumbai, Maharashtra 400705",19/3,"Sector 6, Sanpada",Gym,099674 42981,"099674 42981, +91 99674 42981",YES,68,4.6,https://search.google.com/local/reviews?placeid=ChIJCUDn7UDB5zsRn1XSNqfNmL0&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13661895587691386271,19.0603028,73.015599,https://arisefitness.in/,arisefitness.in,"Sunday:[6 am–11:30 pm], Monday:[6 am–11 pm], Tuesday:[6–11 am], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipN_1mDnhfKaeo09YHgqxowO09rid3eNfbNozis=w80-h106-k-no,1.36619E+19,ChIJCUDn7UDB5zsRn1XSNqfNmL0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parijat Gym,"SHOP 4, BHAGWATI EMINENCE, SECTOR 13, PLOT 7 &7A, beside RR PATIL UDYAN, Nerul East, Sector 19, Nerul, Navi Mumbai, Maharashtra 400706","SHOP 4, BHAGWATI EMINENCE, SECTOR 13, PLOT 7 &7A",beside RR PATIL UDYAN,Gym,099303 38877,"099303 38877, +91 99303 38877",YES,152,4.6,https://search.google.com/local/reviews?placeid=ChIJwdnEMebD5zsRJFOG_Gbqf30&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9043204304827470628,19.0342685,73.0263857,,,"Sunday:[5–9 pm], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipMAZxWDLtal5uCKY4252VeE5Eqg9rVoYJWXpG0h=w122-h92-k-no,9.0432E+18,ChIJwdnEMebD5zsRJFOG_Gbqf30,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Square Gym And Spa,"below Chaurang Cooperative Housing Society, Palm Beach, Sanpada, Navi Mumbai, Maharashtra 400705",below Chaurang Cooperative Housing Society,"Palm Beach, Sanpada",Gymnastics center,099209 49111,"099209 49111, +91 99209 49111",NO,49,4.1,https://search.google.com/local/reviews?placeid=ChIJEWh0g1rB5zsR0YqgaRhBodA&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15033368604246575825,19.0606025,73.0050436,,,"Sunday:[7 am–12 am], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipN0grwuOPSLI3dxXg4eLM8oYl7GccjwfvzqTToq=w163-h92-k-no,1.50334E+19,ChIJEWh0g1rB5zsR0YqgaRhBodA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shape up Beauty and Fitness- Ladies Gym/ Fitness Centre,"Sector- 50 Old Nerul, Navi Mumbai, Maharashtra 400706",Sector- 50 Old Nerul,"Navi Mumbai, Maharashtra 400706",Gym,087791 80419,"087791 80419, +91 87791 80419",YES,56,4.9,https://search.google.com/local/reviews?placeid=ChIJfXBA3lPD5zsROW9xwTJPkag&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12146576749407334201,19.0105241,73.0170924,https://basheersibi.wixsite.com/shapeup,basheersibi.wixsite.com,"Sunday:[7 am–9 pm], Monday:[7 am–9 pm], Tuesday:[7 am–9 pm], Wednesday:[7 am–9 pm], Thursday:[7 am–9 pm], Friday:[7 am–9 pm], Saturday:[7 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipNZGEdGzvLFesWFLUnFnx7m1lS76T9w7WYrERqi=w80-h96-k-no,1.21466E+19,ChIJfXBA3lPD5zsROW9xwTJPkag,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscle Fitness Point,"Shop no - 11, The Great Eastern Summit A, 12-14, opp. Bar Stock Exchange, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614",Shop no - 11,The Great Eastern Summit A,Gym,081698 76416,"081698 76416, +91 81698 76416",YES,138,4.7,https://search.google.com/local/reviews?placeid=ChIJxzUw8a3D5zsRYFKGZ-UT8bA&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12749993896067879520,19.0095814,73.0334981,,,"Sunday:[7 am–9 pm], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipP68mAVtoU1ntD3n6ia9GjxJtp7LtJWYox1mC5s=w122-h92-k-no,1.275E+19,ChIJxzUw8a3D5zsRYFKGZ-UT8bA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Seawoods Fitness Factory,"Shop no. 1, Goodwill Avenue, 2/3/4, CHS Station Road, Seawoods West, Sector 40, Seawoods, Navi Mumbai, Maharashtra 400706",Shop no. 1,Goodwill Avenue,Gym,087795 86584,"087795 86584, +91 87795 86584",YES,178,4.2,https://search.google.com/local/reviews?placeid=ChIJoR6hdhPD5zsRqkJKHOK6CCY&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2740645853554950826,19.0227327,73.01541,,,"Sunday:[6 am–11:30 pm], Monday:[6 am–11:30 pm], Tuesday:[6 am–11:30 pm], Wednesday:[6 am–11:30 pm], Thursday:[6 am–11:30 pm], Friday:[6 am–11:30 pm], Saturday:[6 am–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipNCi4-bqTD-5_-cDAIO38i9AD3k9md7_w6TMRvP=w80-h106-k-no,2.74065E+18,ChIJoR6hdhPD5zsRqkJKHOK6CCY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hajare's Fitness,"NL-1B-95/6, Nerul West, Sector 10, Nerul, Navi Mumbai, Maharashtra 400706","NL-1B-95/6, Nerul West","Sector 10, Nerul",Gym,088288 12128,"088288 12128, +91 88288 12128",YES,36,4.8,https://search.google.com/local/reviews?placeid=ChIJZQVON0_D5zsRescC_GVbrAg&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=624974941875521402,19.0369096,73.0155576,,,"Sunday:[5 am–9 pm], Monday:[5 am–9 pm], Tuesday:[5 am–9 pm], Wednesday:[5 am–9 pm], Thursday:[5 am–9 pm], Friday:[5 am–9 pm], Saturday:[5 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipMhWS4Dsb8wG98AIzt_n6AjTucQyWpGi0XoZBtT=w122-h92-k-no,6.24975E+17,ChIJZQVON0_D5zsRescC_GVbrAg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prayas Fitness Club,"E-003, ground floor, Complex, Sanpada Station Rd, opposite Sainath Farsan, Sector 3, Sanpada, Navi Mumbai, Maharashtra 400705","E-003, ground floor","Complex, Sanpada Station Rd",Gym,082861 33957,"082861 33957, +91 82861 33957",YES,309,4.8,https://search.google.com/local/reviews?placeid=ChIJrdwa-kTB5zsRAb4pH8ufArw&q=Navi+Mumbai+all+gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13547566323833880065,19.066271,73.0096433,,,"Sunday:[Closed], Monday:[6 am–10 pm], Tuesday:[6 am–10 pm], Wednesday:[6 am–10 pm], Thursday:[6 am–10 pm], Friday:[6 am–10 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipM5U-tv5KlAzp8ik-hbCiBSenzcPmXarbVW0vRZ=w137-h92-k-no,1.35476E+19,ChIJrdwa-kTB5zsRAb4pH8ufArw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***Jewel of Navi Mumbai (JNM),"22G6+GQ6, Sector 26, Nerul, Navi Mumbai, Maharashtra 400706",22G6+GQ6,"Sector 26, Nerul",Park,7nSvZuuhJ-2b4-EPgM3A8A4,,NO,12054,4.4,https://search.google.com/local/reviews?placeid=ChIJ9yEDhpTD5zsRMIsex6fmjZY&q=Navi+Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10848580685679987504,19.026286,73.0118983,,,"Sunday:[5–10 am], Monday:[5–10 am], Tuesday:[5–10 am], Wednesday:[5–10 am], Thursday:[5–10 am], Friday:[5–10 am], Saturday:[5–10 am]",https://lh5.googleusercontent.com/p/AF1QipNKqVULQLFnN5b7KmdIFi2VGuD1SzSvk9X02MHe=w122-h92-k-no,1.08486E+19,ChIJ9yEDhpTD5zsRMIsex6fmjZY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,
"Sagar Vihar, Vashi, Navi Mumbai.","3XGM+6MR, Sagar Vihar Marg, Sagar Vihar, Vashi, Navi Mumbai, Maharashtra 400703",3XGM+6MR,Sagar Vihar Marg,Tourist attraction,7nSvZuuhJ-2b4-EPgM3A8A4,,NO,337,4.3,https://search.google.com/local/reviews?placeid=ChIJLVaofXzH5zsRTH1XqK4wggs&q=Navi+Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=829278808096341324,19.0756194,72.9841368,,,,https://lh5.googleusercontent.com/p/AF1QipNKT9PoBkVkUAWUuuKPAh-tMnWlEDxxmtP6wkbV=w122-h92-k-no,8.29279E+17,ChIJLVaofXzH5zsRTH1XqK4wggs,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Garden,"Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706","Nerul East, Sector 21, Nerul","Navi Mumbai, Maharashtra 400706","Tourist attraction,Garden",7nSvZuuhJ-2b4-EPgM3A8A4,,YES,4235,4.1,https://search.google.com/local/reviews?placeid=ChIJodzdi8DD5zsRvxbtn9koqzk&q=Navi+Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4155459996335543999,19.0299753,73.019897,,,"Sunday:[5:30 am–1 pm], Monday:[5:30–10 am], Tuesday:[5:30–10 am], Wednesday:[5:30–10 am], Thursday:[5:30–10 am], Friday:[5:30–10 am], Saturday:[5:30–10 am]",https://lh5.googleusercontent.com/p/AF1QipMac19v3r9kX9LtNoQv6J8J7uoNUArdCPcZ9FSM=w122-h92-k-no,4.15546E+18,ChIJodzdi8DD5zsRvxbtn9koqzk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarovar Vihar,"opposite Maruti Tower, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614",opposite Maruti Tower,"Sector 11, CBD Belapur","Tourist attraction,Garden",7nSvZuuhJ-2b4-EPgM3A8A4,,YES,1486,4.2,https://search.google.com/local/reviews?placeid=ChIJ404gYlPC5zsRB-Ryr5eRbCg&q=Navi+Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2912863139671499783,19.0145111,73.0423819,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipPY69T3bZOfmLWQL3_1MFqHFG2jpxjSwDGojUky=w122-h92-k-no,2.91286E+18,ChIJ404gYlPC5zsRB-Ryr5eRbCg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karave Flamingo Point,"nerul Bank of Maharashtra - Seawoods, Nerul Branch, Ramesh Sankarrow Hebbar Marg Nerul, Sector 46, Seawoods, Navi Mumbai, Maharashtra 400706","nerul Bank of Maharashtra - Seawoods, Nerul Branch",Ramesh Sankarrow Hebbar Marg Nerul,Tourist attraction,073043 28696,"073043 28696, +91 73043 28696",YES,919,4.4,https://search.google.com/local/reviews?placeid=ChIJKYs5n5rD5zsRXheM2rFef94&q=Navi+Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16032637316431091550,19.0165703,73.006015,,,,https://lh5.googleusercontent.com/p/AF1QipOczW3lxZia9Bn3BByNTsPB11UQkYUC2nrj5km5=w122-h92-k-no,1.60326E+19,ChIJKYs5n5rD5zsRXheM2rFef94,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belapur Fort,"115, Uran Rd, Sector 32, Seawoods, Navi Mumbai, Maharashtra 400706","115, Uran Rd","Sector 32, Seawoods","Tourist attraction,Fortress,Historical landmark",022 2756 0002,"022 2756 0002, +91 22 2756 0002",NO,1485,3.9,https://search.google.com/local/reviews?placeid=ChIJ_RZzdAjD5zsR2UJfCR5-YmI&q=Navi+Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7089367430905938649,19.0048618,73.0283372,,,"Sunday:[8 am–6:30 pm], Monday:[8 am–6:30 pm], Tuesday:[8 am–6:30 pm], Wednesday:[8 am–6:30 pm], Thursday:[8 am–6:30 pm], Friday:[8 am–6:30 pm], Saturday:[8 am–6:30 pm]",https://lh5.googleusercontent.com/p/AF1QipNOIAIeFCPCaT4X8lbHsTzR_hevkden7XkP5Nj6=w122-h92-k-no,7.08937E+18,ChIJ_RZzdAjD5zsR2UJfCR5-YmI,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Seashore,"Mini seashore near boting club, Juhu Nagar, Sector 10A, Vashi, Navi Mumbai, Maharashtra 400703",Mini seashore near boting club,"Juhu Nagar, Sector 10A, Vashi",Tourist attraction,7nSvZuuhJ-2b4-EPgM3A8A4,,YES,399,4.3,https://search.google.com/local/reviews?placeid=ChIJ9b9mZlrH5zsR0XuzsR2Na9E&q=Navi+Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15090310135109876689,19.0803296,72.9926927,,,,https://lh5.googleusercontent.com/p/AF1QipOubOYQZMS3eSOJOtMqzYPffe9wEbgMngFyJKvl=w122-h92-k-no,1.50903E+19,ChIJ9b9mZlrH5zsR0XuzsR2Na9E,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kharghar Three Monkey Point,"Sion - Panvel Hwy, Sector 8, Kharghar, Navi Mumbai, Maharashtra 410210",Sion - Panvel Hwy,"Sector 8, Kharghar","Tourist attraction,Historical landmark",7nSvZuuhJ-2b4-EPgM3A8A4,,YES,17341,4.3,https://search.google.com/local/reviews?placeid=ChIJj2VO6mrC5zsRaFgbP_UM-ZM&q=Navi+Mumbai+best+places&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10662567840241637480,19.0319556,73.0661604,http://kharghar.online/three-monkeys,kharghar.online,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipMi2fdH6ohMnjipVORkPsFw0wHNAAemFehEihjH=w122-h92-k-no,1.06626E+19,ChIJj2VO6mrC5zsRaFgbP_UM-ZM,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
